SITE_NO,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PROV_TERR_FR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,OPEN_DATA_URL
"NF02ZM0359","PADDY'S POND AT OUTLET","ÉTANG PADDY À L’EXUTOIRE","POND/ÉTANG","SAMPLING SITE IS LOCATED IN FRONT OF THE REAL TIME WATER QUALITY SHELTER APPROXIMATELY 35 M UPSTREAM FROM THE NEWFOUNDLAND POWER DAM. ACCESS TO THE SITE IS VIA FOWLER'S ROAD EXTENSION.","LE SITE D’ÉCHANTILLONNAGE SE TROUVE EN FACE DE L’ABRI DE LA STATION DE SURVEILLANCE DE LA QUALITÉ DE L'EAU EN TEMPS RÉEL, À ENVIRON 35 M EN AMONT DU BARRAGE DE NEWFOUNDLAND POWER. ON ACCÈDE AU SITE EN SUIVANT LE PROLONGEMENT DU CHEMIN FOWLER.","47.488","-52.8941","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF02ZN0004","SALMONIER RIVER AT ST. CATHERINES","RIVIÈRE SALMONIER, À ST. CATHERINES","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SALMONIER RIVER AT ST. CATHERINES, ST. MARY'S-THE CAPES DISTRICT, 1.9 KM FROM HIGHWAY 90 BRIDGE","RIVIÈRE SALMONIER, À ST. CATHERINES, DISTRICT DE ST. MARY’S-THE CAPES, À 1,9 KM DU PONT DE LA ROUTE 90","47.1911","-53.3867","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03NF0013","UGJOKTOK RIVER BELOW HARP LAKE","RIVIÈRE UGJOKTOK, EN DESSOUS DU LAC HARP","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","55.2333","-61.2992","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OA0020","ASHUANIPI RIVER AT FERGUSON BAY","RIVIÈRE ASHUANIPI","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","FUTURE WATER QUALITY MONITORING (WQMA) STATION IN WESTERN LABRADOR.  ACCESSIBLE BY VEHICLE VIA THE CANADIAN AQUATIC BIOMONITORING NETWORK (CABIN) ROAD APPROXIMATELY 6 KM OFF TRANS-LABRADOR HIGHWAY (EAST OF ASHUANIPI RIVER BRIDGE).","FUTURE STATION DE L’ENTENTE SUR LA SURVEILLANCE DE LA QUALITÉ DE L'EAU DANS L’OUEST DU LABRADOR. LE SITE EST ACCESSIBLE EN VÉHICULE PAR LE CHEMIN DU RÉSEAU CANADIEN DE BIOSURVEILLANCE AQUATIQUE (RCBA), À ENVIRON 6 KM DE LA ROUTE TRANSLABRADORIENNE (À L’EST DU PONT DE LA RIVIÈRE ASHUANIPI).","53.0017","-66.2416","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OC0012","ATIKONAK RIVER ABOVE PANCHIA LAKE","RIVIÈRE ATIKONAK, AU-DESSUS DU LAC PANCHIA","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","52.9694","-64.6622","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OD0011","EAST METCHIN RIVER AT TLH","RIVIÈRE EAST METCHIN, AU LABRADOR","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","53.4353","-63.2342","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OD0012","WILSON RIVER EAST BRANCH","BRAS EST DE LA RIVIÈRE WILSON","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","JUST BELOW THE TRANS-LABRADOR HIGHWAY BRIDGE ON WEST SIDE OF STREAM","JUSTE EN DESSOUS DU PONT DE LA ROUTE TRANSLABRADORIENNE, SUR LA RIVE OUEST DU RUISSEAU","53.3092","-62.9197","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OE0001","CHURCHILL RIVER ABOVE UPPER MUSKRAT FALLS","RIVIÈRE CHURCHILL, AU-DESSUS DE UPPER MUSKRAT FALLS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","53.2478","-60.7892","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OE0029","CHURCHILL RIVER ABOVE GRIZZLE FALLS","RIVIÈRE CHURCHILL EN AMONT DES CHUTES GRIZZLE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","REAL-TIME WATER QUALITY MONITORING STATION ON THE CHURCHILL RIVER ABOVE GRIZZLE FALLS","STATION DE MONITORING DE LA QUALITÉ DE L’EAU EN TEMPS RÉEL SUR LA RIVIÈRE CHURCHILL EN AMONT DES CHUTES GRIZZLE","52.9701","-61.4454","WGS84","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OE0030","MINIPI RIVER BELOW MINIPI LAKE","RIVIÈRE MINIPI, EN DESSOUS DU LAC MINIPI","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","52.6147","-61.1864","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OE0032","PINUS RIVER ABOVE TLH","RIVIÈRE PINUS, À LA STATION HYDROMÉTRIQUE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","53.1478","-61.5586","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OE0033","BIG POND BROOK BELOW BIG POND","RUISSEAU BIG POND, EN DESSOUS DE L’ÉTANG BIG","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","BIG POND BROOK BELOW BIG POND AT HYDROMETRIC STATION","RUISSEAU BIG POND, EN DESSOUS DE L'ÉTANG BIG, À LA STATION HYDROMÉTRIQUE","53.5119","-60.2919","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OE0035","DOMINION LAKE OUTFLOW","EXUTOIRE DU LAC DOMINION","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","DOMINION LAKE OUTFLOW AT NORTHEAST END OF LAKE","EXUTOIRE DU LAC DOMINION, À L’EXTRÉMITÉ NORD-EST DU LAC","52.7289","-61.754","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03OE0037","CACHE RIVER AT TLH","RIVIÈRE CACHE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","JUST BELOW TRANS-LABRADOR HIGHWAY BRIDGE ON WEST SIDE OF THE STREAM","JUSTE EN DESSOUS DU PONT DE LA ROUTE TRANSLABRADORIENNE, SUR LA RIVE OUEST DU RUISSEAU","53.1925","-62.2031","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03PB0025","NASKAUPI RIVER BELOW NASKAUPI LAKE","RIVIÈRE NASKAUPI, EN DESSOUS DU LAC NASKAUPI","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","54.1317","-61.4292","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03PB0028","CAPE CARIBOU RIVER AT GRAND LAKE","RIVIÈRE CAPE CARIBOU ISKUI","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","CAPE CARIBOU RIVER AS IT ENTERS GRAND LAKE.","RIVIÈRE CAPE CARIBOU, À L’ENDROIT OÙ ELLE PÉNÈTRE DANS LE LAC GRAND.","53.6211","-60.4144","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03PB0029","GRAND LAKE OUTFLOW AT NORTH WEST RIVER","EXUTOIRE DU LAC GRAND, À SHESHATSHIU","ESTUARY/ESTUAIRE","STATION LOCATED 10 M OFFSHORE OF THE SHESHATSHIU WHARF.","LA STATION SE TROUVE À 10 M AU LARGE DU QUAI DE SHESHATSHIU.","53.5217","-60.1419","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03PB0030","SEAL LAKE AT NARROWS","ASHKUI À L'ENDROIT OÙ LE LAC SEAL RÉTRÉCIT - W15SEA","LAKE/LAC","","","54.3319","-61.6408","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03PB0032","SUSAN RIVER NORTH OF BEAVER RIVER","ASHKUI SUR LA RIVIÈRE SUSAN, AU NORD DE LA RIVIÈRE BEAVER W-20SUS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ASHKUI ON SUSAN RIVER JUST NORTH OF WHERE THE BEAVER RIVER MEETS THE SUSAN RIVER-W-20SUS.","ASHKUI SUR LA RIVIÈRE SUSAN, AU NORD DE L’ENDROIT OÙ LA RIVIÈRE BEAVER RENCONTRE LA RIVIÈRE SUSAN-W-20SUS.","53.7381","-60.9467","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03PB0037","WUCHUSK LAKE AT NASKAUPI RIVER INFLOW","LAC WUCHUSK, PRÈS DE L’AFFLUENCE DE LA RIVIÈRE NASHAUPI","LAKE/LAC","WUCHUSK LAKE AT WESTERN END OF LAKE NEAR INFLOW OF NASHAUPI RIVER","LAC WUCHUSK, À L’EXTRÉMITÉ OUEST DU LAC PRÈS DE L’AFFLUENCE DE LA RIVIÈRE NASHAUPI","54.3953","-61.7858","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03QA0044","CARTER BASIN OUTFLOW","EXUTOIRE DU BASSIN CARTER","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","CARTER BASIN OUTFLOW INTO LAKE MELVILLE","EXUTOIRE DU BASSIN CARTER AU LAC MELVILLE","53.4978","-59.8736","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03QA0045","KENAMU RIVER NEAR MOUTH","ASHKUI PRÈS DE L’EMBOUCHURE DE LA RIVIÈRE KENAMU SUR LA RIVE OUEST - W26KEN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ASHKUI NEAR MOUTH OF KENAMU RIVER ON WEST BANK-W26KEN","ASHKUI PRÈS DE L’EMBOUCHURE DE LA RIVIÈRE KENAMU","53.4761","-59.9169","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03QC0001","EAGLE RIVER ABOVE FALLS","RIVIÈRE EAGLE, AU-DESSUS DES CHUTES","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","53.5342","-57.495","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NF03QC0002","ALEXIS RIVER NEAR PORT HOPE SIMPSON","RIVIÈRE ALEXIS, À ENVIRON 48 KM DE PORT HOPE SIMPSON","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ALEXIS RIVER APPROXIMATELY 48 KM FROM PORT HOPE SIMPSON, LABRADOR","RIVIÈRE ALEXIS, À ENVIRON 48 KM DE PORT HOPE SIMPSON, AU LABRADOR","52.6489","-56.8714","NAD83","N.L.","T.-N.-L.","NEWFOUNDLAND - LABRADOR","TERRE-NEUVE - LABRADOR","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NEWFOUNDLAND-AND-LABRADOR-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-NEWFOUNDLAND-TERRENEUVE-LABRADOR-2000-PRESENT.CSV"
"NS01DC0001","ANNAPOLIS RIVER, AT BRIDGE 650 M SOUTH OF HIGHWAY 1 (WSC GAUGE)","RIVIÈRE ANNAPOLIS, AU PONT, À 650 M AU SUD DE LA ROUTE 1 (JAUGE DE LA DRHC)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ANNAPOLIS RIVER, AT BRIDGE 650 M SOUTH OF HIGHWAY 1 (WATER SURVEY OF CANADA GAUGE) WILMOT STATION, ANNAPOLIS COUNTY","RIVIÈRE ANNAPOLIS, AU PONT, À 650 M AU SUD DE L'AUTOROUTE 1 (JAUGE DE LA DIVISION DES RELEVÉS HYDROLOGIQUES DU CANADA), STATION WILMOT, COMTÉ D’ANNAPOLIS","44.9492","-65.0292","NAD83","N.S.","N.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NS01DC0203","SOUTH ANNAPOLIS RIVER","RIVIÈRE ANNAPOLIS SUD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SOUTH ANNAPOLIS RIVER AT MILLVILLE APPROXIMATELY 50 M UPSTREAM OF VICTORIA ROAD BRIDGE FROM NORTH BANK OF RIVER","RIVIÈRE ANNAPOLIS SUD, À MILLVILLE, À ENVIRON 50 M EN AMONT DU PONT DU CHEMIN VICTORIA, DEPUIS LA RIVE NORD DE LA RIVIÈRE","45.0017","-64.8223","NAD83","N.S.","N.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NS01DD0016","CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HIGHWAY 1","RIVIÈRE CORNWALLIS, AU PONT, À 850 M AU NORD DE LA ROUTE 1","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HIGHWAY 1, CAMBRIDGE, KINGS COUNTY","RIVIÈRE CORNWALLIS, AU PONT, À 850 M AU NORD DE L'AUTOROUTE 1, À CAMBRIDGE, COMTÉ DE KINGS","45.0647","-64.6358","NAD83","N.S.","N.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NS01DR0001","SOUTH RIVER AT ST. ANDREWS","RIVIÈRE SOUTH, À ST. ANDREWS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SOUTH RIVER AT ST. ANDREWS, ANTIGONISH COUNTY","RIVIÈRE SOUTH, À ST. ANDREWS, COMTÉ D’ANTIGONISH","45.5578","-61.9039","NAD83","N.S.","N.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
"NS01EA0001","TUSKET RIVER AT WILSON'S BRIDGE","RIVIÈRE TUSKET, AU PONT DE WILSON","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","TUSKET RIVER AT WILSON'S BRIDGE, YARMOUTH COUNTY","RIVIÈRE TUSKET, AU PONT DE WILSON, COMTÉ DE YARMOUTH","43.9242","-65.8667","NAD83","N.S.","N.-É.","MARITIME COASTAL","CÔTE DES PROVINCES MARITIMES","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MARITIME-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MARITIME-2000-PRESENT.CSV"
